name,title,star,contents,date
"강신주가 전하는 철학자들의 대화, 철학 vs 철학",철학자들에 대해 궁금하신가요? 그렇다면 이 연수~,5점,"철학에 관심이 있으신가요?
철학자 또는 철학사에 대해 한 번 훑어보고 싶다면 괜찮은 강의 입니다.",2019.09.24
나만의 여행책 만들기,나만의 여행책 만들기 연수에 감동을 받다.,5점,"그동안 블로그나 카페에 들러 여행의 기록을 사진이나 나만의 언어로 느낀 감성이나 사실적인 내용을 표현하여 왔는데 나만의 여행책 만들기를 수강하니 책만드는 작업이 머릿속에 그려지며 어느정도 자신감이 생긴다.
여행할 때 순간순간 떠오른 감정을 그래로 메모하며 기록으로 남겨 다녀온 후에 정리하여 사진과 함께 책을 만들고 싶은 생각이 강의듣는 내내 나의 삶을 온통 뒤흔들었다.
이 결심이 흐트러지기 전에 얼른 가까운 섬이나 백두대간, 백대명산 다녀온 여행기를 나름대로 정리하여 자료를 준비해야겠다.
기억에서 흐려지지 않도록 다녀온 직후 바로 나만의 언어로 작성하고 독자들이 공감할 수 있도록 정리해야지.
처음 책이 만들어지면 선배들이 모두 뿌듯하고 대견하다고 하는데...
나도 이런 기쁨과 감동을 맛보아야지 ㅠㅠ
멀지만 가깝게 느끼며 서점에도 자주가서 책의 구성이나 표지를 살펴보아야지 되겠다. 2019 년도가 가기전에 그동안 여행은 많이 다녔으니 다녀온 것만이라도 정리하자고 다짐해본다.
내 삶에 또다른 행복을 준 유익한 연수였다.
다른 어떤 연수보다도 연수내내 설레이며 들뜬 가슴으로 집중해 들었다.
홍유진 작가님 이렇게 좋은 선물을 주셔서 감사합니다.",2019.09.21
교과서 속 세계문화유산,우리나라의 아름다운 세계유산의 이해,5점,수강과정을 통하여 우리나라 보물 중 유네스코 세계 유산의 종류와 아름다움 가치를 알수 있는 중요한 연수의 기회가 되어서 의미 있었다,2019.09.20
알리바바 중국어 초급,최고였습니다,5점,예쁘신 선생님이 머리에 쏙쏙 들어오도록 명강의를 해 주셨습니다. 덕분에 중국어 실력이 많이 향상되었습니다. 시간이 되면 복습을 통해 다시 한 번 실력을 향상시키고자 합니다. 감사합니다.,2019.09.16
수업을 살리는 체육 레시피,이렇게 실제적인 연수라니...,5점,"장점
1. 긴 설명 없이 실제 수업의 현장을 담아주신점
2. 체육 영역별로 다양한 활동을 낭낭하게 구성해주신점
3. 비교적 쉬운 활동 난이도라서 아이들 누구나 다 참여할 수 있는점

궁금한점
1. 오프라인 연수도 있으신지 궁금합니다~!!

좋은 연수 감사합니다. 수업에 잘 활용해 보고 싶은 것들이 많아요.",2019.09.08
온작품 읽기와 그림을 활용한 깊이 있는 수업,그림을 활용한 수업??,1점,"그림을 활용한 깊이있는 수업이라고 해서 연수를 신청해서 듣고 있는데....한번도 그림책의 그림을 이용한 내용은 연수내용에서 찾을 수가 없네요...그냥 책 내용 관련 재구성 정도....실망입니다. 그림책의 그림을 어떻게 읽을 것인가에 대한 팁을 얻고 싶었는데...상당히 많이 아쉽습니다...
그림 읽기가 당연히 사람마다 다 다르겠지만....강사 수준에서는 어떻게 읽고, 그 그림을 어떻게 활용하여 아이들의 생각과 상상을 끄집어 낼 수 있는지? 등에 관한 내용이 많이 많이 아쉽네요...",2019.09.04
온작품 읽기와 그림을 활용한 깊이 있는 수업,온작품 읽기의 방향,5점,"새 교육과정에서 한 학기 한 권 읽기가 있어
어떻게 운영할 지 막막했는데
연수를 듣고 온작품 읽기의 방향을 잡게 되었습니다.

좀 더 연구해서 학생들에게 많은 자극을 주는
수업이 되도록 노력하겠습니다",2019.08.29
"김준우의 톡(Talk)톡(Talk)한국사, 한국사능력검정시험-근현대사",한국상의 중요성을 새삼 느끼게 되는 연수네요~,5점,"사실 학교 교사로서 학생들에게 우리나라 역사를 가르치는 경우가 많은데 수업전 교재 연구를 한다고 하지만 실상은 겉핧기 식으로만 잠깐 보고 예전 중,고등 학창시절에 배웠던 실력?으로 어설프게 가르쳤었습니다. 해서 반성의 의미로 좀더 심도있는 역사수업을 가르치고 또한 한국사능력검정시험에에도 도전해볼까 해서 이 연수를 신청하게 되었는고 무엇보다도 교수자가 현직 고등학교 교사라서 학생들이 필요로 하는 점을 잘 파악해서 가르친다는 점이 마음에 들었습니다. 저는 이 연수를 다른 교사들도 꼭 들어야 한다고 적극적으로 추천합니다. 물론 개개인의 연수취향이 각각이겠지만 이 연수는 기존 제가 받았던 타 연수보다 차별적인 면이 많아서 좋았습니다. 큰 틀에서는 한국사능력검정시험에 맞게 일반적 강의(주입식)를 주 목적으로 하되 중요한 부분에서는 스토리텔링식으로 이야기를 꾸며 나가면서 자칫 지루해질 수 있는 수업에 생기를 불어넣은과 동시에 알려지지 않은 역사이지만 알아야만 되는 역사까지 꺼내줌으로써 역사의 의미를 새롭게 알게되었으며 중간중간에 핵심만 콕 찍어서 다시 한번 강조해 주는 점이 좋았습니다. 또한 저는 이 근현대시 연수를 통해서 그동안 제가 근현대사를 너무 모르고 있었구나를 뼈아프게 실감할 수 있는 계기가 되었습니다. '역사를 잊은 민족에게 미래가 없다'는 신채오 선생님이 말이 있듯이 우리의 미래인 학생들에게 올바른 역사를 가르치고 싶고 한국사능력검정시험에 합격하고 싶다면 이 연수를 꼭 들었으면 합니다. 저는 이번에 한국사능력검정시험에 응시 지원서를 냈습니다. 차후에 다시 후기를 내겠습니다. 감사합니다.",2019.08.16
디바 제시카의 왕초보 영어 따라잡기,영어실력=연습량에서 온다!!! 자주 그리고 많이 말하자!!!,5점,"운(?) 좋게도 2년째 영어전담교사를 하면서 여러 영어 관련 연수를 듣고 있습니다. 작년 겨울방학에 T셀파 원격교육연수원에서 'SNS 잉글리시 톡'이라는 좋은 연수를 들은 경험이 있어 올 여름방학에는 T셀파연수원의 안목을 믿고(?) 묻지도 따지지도 않고 이 강의를 신청해서 들었는데... 역시나 정말 만족스러운 강의였습니다. 한 강의, 한 강의 건너뛰지 않고 정말 꾸준히 공부했습니다.ㅠㅠ(15강을 완강!!!)솔직히 원격연수를 건너뛰지 않고 듣는다는 것이 얼마나 힘든일인지(?) 대부분의 선생님들은 공감하실 것 같은데요.ㅎㅎㅎ 이 연수는 건너뛸 수가 없었습니다. 왜냐하면 정말 재미있으면서도 유익한 강의로 알차게 구성되어 있기 때문이었죠.ㅎㅎㅎ

우선 강의를 살펴보면
1. 시작 및 문장익히기 단계에서 오늘 배울 문장들이 맛보기로 애니형태로 제시되는데요, 3번씩 반복(소리로만/빈칸문장제시/전체문장제시)할 수 있게 되어 있어 본격적인 강의 시작도 전에 주요 표현을 거의 80%이상 이해할 수 있었어요.
2. 강의&연습 단계가 핵심 연수내용인데요, 처음에는 솔직히 제시카선생님 강의 스타일에 주춤했답니다.^^;;; 하지만 듣다보니 제시카선생님 특유의 발랄하고 밝은 분위기와 쏙쏙 귀에 들어오는 목소리와 발음, 깔끔하고 적당한 말의 속도가 영어표현을 익히는데 한 몫을 하더군요. 특히, 일상에서 벌어질만한 에피소드가 1~15까지 짜임새 있게 연결되어 마치 한 편의 드라마를 보는 듯해 시간이 지나도 공부한 영어표현들이 기억에 많이 남을 것 같습니다. 강의 중간중간 나오는 Tip도 영어표현을 이해하는데 도움을 많이 주었고요, 예시 문장을 정말 많이 많이 제시해주고 스스로 영어표현을 생각하고 말해보도록 문제로 제시해 줬던 측면도 인상깊었습니다.
3.(기타) 듣고 푸는 퀴즈 문제와 에피소드로 주어지는 문장완성하기 단계도 유익했습니다. 영어는 많이 듣는 것도 중요하잖아요.

완강한 후에 제일 많이 든 생각은 제시카 선생님의 말씀처럼 '자주 그리고 많이 연습해야겠다.'와 '주어 동사(일반동사,be동사)라는 영어의 뼈대를 먼저 세워야 한다.'였습니다. 그리고 앞으로는 분절되고 입으로 나오지 않는 영어를 가르치지 않고 이 강의처럼 스토리가 있는 영어수업을 해서 학생들과 함께 실생활에서 바로 바로 활용할 수 있고 오래 기억에 남는 영어표현을 입으로 익힐 수 있도록 노력해야겠다는 다짐을 하게 되었습니다.

회화에 자신 없거나 조금 미흡한 데 보충이 필요하신 선생님들, 영어에 자신감을 갖고 싶으신 선생님들께서 이 강의를 들으신다면 분명 만족하실 것 같아요. 저처럼요!!!ㅎㅎㅎ 이 강의 진짜~~ 정말~~ 강추합니다.^^

앞으로도 좋은 연수(특히, 영어수업과 관련한 교수법 등) 많이 업데이트 부탁드립니다.",2019.08.16
"강신주가 전하는 철학자들의 대화, 철학 vs 철학",평소 철학에 관심있는 사람에게는 추천,3점,"다양한 철학자와 이론을 들을 수 있는 알찬 수업입니다.
평소 철학에 관심이 많거나 사전 배경 지식이 있는 분들에게는 추천 드립니다. 자신의 삶에 대하여 여러가지 고민을 해보고 사람에 대하여 궁금증을 가진 분이라면 한번 도전해 보세요. 방학때 자신을 돌아보며 새학기를 준비하는 분들에게는 더 좋을 강의

비추천해드리는 분은 철학의 기초가 없거나 이과 체질 이신 분들에게는 좀더 쉬운 철학 강의를 들어 보실 것을 추천드립니다. 또한 학교 현장에서 바로 적용가능한 철학 수업을 바라시는 분도 비추천입니다.",2019.08.12
교사를 위한 교실 밖 여행인문학,우리나라 구석구석을 여행한 느낌,5점,우리나라 전국을 여행한 느낌이 듭니다.그 고장의 소개와 음식소개가 맛깔났습니다. 가보지못한 곳은 꼭 빠른 시간내에 여행하고 싶네요. 적극 추천드리고 싶은 강의였습니다.,2019.08.05
당장 따라 할 수 있는 사계절 학급운영+이벤트,학급경영의 큰 그림을 그리게 해준 연수! 신규에게 강추♡,5점,"저는 신규교사입니다!
담임선생님이 되면 교과지도 외에 여러 가지 생활지도를 해야하는데 저는 생활지도 부분이 특히나 막막했습니다.
책을 읽기도 하고 선배교사께 여쭤보기도 하며 여러 가지 정보를 얻었지만 뭔가 순간순간의 지적만족(?)이었던 것 같아요~
1년이라는 큰 그림을 그리기에는 부족했다고나 할까요?
학급경영이 아직 막연하고, 그때그때 할 일을 정해서 하는 저의 모습이 조금 답답했어요
그때 알게 된 연수가 바로 이 연수에요~~!

""당장 따라할 수 있는 사계절 학급운영~!""

이 강의를 통해 일년의 흐름은 어떤지도 감을 잡을 수 있었고 시기별 하면 좋을 활동들과 그 방법까지 상세하게 알 수 있었어요, 물론 저의 학급에 맞게 이것들을 변형하기도 하고 취사선택하겠지만 알고 있는 것과 모르는 것의 차이는 엄청 크다고 생각해요~~
이 강좌에서도 여러번 나오지만 내용에 나오는 활동들을 1년 내에 전부 다 할 필요는 없습니다~ 그리고 활동들이 내가 하기에 어렵지 않을까 고민하시는 분들! 전혀 그럴 필요 없습니다~ 누구나 다 할 수 있고, 평소 계획하던 활동으로 구성되어 있습니다.
위에 나열한 것들이 바로 이 강의의 장점 아닐까요?
누구나 할 수 있는, 누구나 계획하고 있던 활동들을 알려준다는 것. 상세하게. ㅎㅎ
강좌가 좋을까? 또는 활동들이 부담스럽지 않을까? 이런 생각 잠시 넣어두시고 꼭 한번 들어보길 추천드립니다~~!!!!!!",2019.08.01
온작품 읽기와 그림을 활용한 깊이 있는 수업,실제수업에 사용할 수 있는 연수,4점,"실제 수업에 사용할 수 있는 연수였다는 생각이 든다.

그러다 보니 작품의 다양성이 제한된 느낌도 든다.

다양한 작품의 예가 아쉽다.",2019.07.28
